,first_road_class,road_type,speed_limit,junction_detail,light_conditions,weather_conditions,road_surface_conditions,preciptype,conditions,icon
0,6,6,20,0,1,9,2,None,Partially cloudy,partly-cloudy-day
1,6,6,20,0,1,4,1,None,Partially cloudy,partly-cloudy-day
2,4,6,30,3,4,9,2,None,Partially cloudy,partly-cloudy-day
3,4,6,20,0,1,1,1,None,Partially cloudy,partly-cloudy-day
4,6,6,20,0,4,7,1,None,Partially cloudy,partly-cloudy-day
5,3,3,40,0,4,1,2,None,Overcast,cloudy
6,6,2,20,3,1,1,1,rain,"Rain, Overcast",rain
7,6,6,20,3,4,1,2,None,Partially cloudy,partly-cloudy-day
8,3,6,30,3,1,1,2,None,Overcast,cloudy
9,4,1,20,2,1,9,2,rain,"Rain, Overcast",rain
10,6,6,30,0,1,1,1,"rain,snow","Snow, Rain, Overcast",rain
11,3,6,30,0,1,9,1,"rain,snow","Snow, Rain, Partially cloudy",rain
12,3,2,20,6,1,1,1,"rain,snow","Snow, Rain, Partially cloudy",rain
13,6,2,20,0,1,1,2,None,Partially cloudy,partly-cloudy-day
14,6,2,20,0,4,1,1,None,Partially cloudy,partly-cloudy-day
15,3,6,20,3,7,2,2,rain,"Rain, Overcast",rain
16,3,1,30,1,4,1,1,rain,"Rain, Overcast",rain
17,4,6,20,3,4,1,1,"rain,snow","Snow, Rain, Overcast",rain
18,6,6,20,0,4,9,1,rain,"Rain, Overcast",rain
19,3,6,40,0,1,2,2,rain,"Rain, Partially cloudy",rain
20,6,6,20,3,4,9,1,rain,"Rain, Partially cloudy",rain
21,6,6,20,3,4,1,1,rain,"Rain, Partially cloudy",rain
22,3,3,30,6,1,2,2,"rain,snow","Snow, Rain, Partially cloudy",rain
23,3,1,30,1,1,2,2,rain,"Rain, Overcast",rain
24,3,6,30,3,5,1,1,"rain,snow","Snow, Rain, Partially cloudy",rain
25,6,6,20,0,1,1,1,rain,"Rain, Overcast",rain
26,4,6,20,3,7,9,2,"rain,snow","Snow, Rain, Partially cloudy",rain
27,6,6,20,3,4,1,1,rain,"Rain, Overcast",rain
28,6,1,20,2,1,1,1,rain,"Rain, Overcast",rain
29,6,6,20,3,1,4,1,"rain,snow","Snow, Rain, Partially cloudy",rain
30,3,3,20,0,4,1,1,"rain,snow","Snow, Rain, Partially cloudy",rain
31,6,6,20,0,4,1,1,rain,"Rain, Overcast",rain
32,6,6,20,3,1,1,1,"rain,snow","Snow, Rain, Overcast",rain
33,6,6,20,0,1,1,1,"rain,snow","Snow, Rain, Overcast",rain
34,6,6,20,6,4,1,1,rain,"Rain, Partially cloudy",rain
35,3,6,30,0,4,1,2,rain,"Rain, Partially cloudy",rain
36,3,6,20,0,1,1,1,rain,"Rain, Partially cloudy",rain
37,6,6,20,3,1,1,1,rain,"Rain, Partially cloudy",rain
38,6,6,30,3,1,1,1,rain,"Rain, Partially cloudy",rain
39,3,6,20,0,1,1,1,rain,"Rain, Partially cloudy",rain
40,4,6,30,0,7,1,1,rain,"Rain, Partially cloudy",rain
41,4,6,30,3,4,1,1,rain,"Rain, Partially cloudy",rain
42,4,6,30,3,1,2,2,None,Partially cloudy,partly-cloudy-day
43,3,2,30,6,1,1,1,rain,"Rain, Overcast",rain
44,3,6,30,3,1,9,1,rain,"Rain, Overcast",rain
45,6,6,20,3,1,1,1,rain,"Rain, Overcast",rain
46,6,6,20,0,1,1,1,rain,"Rain, Overcast",rain
47,6,6,30,3,1,1,1,None,Partially cloudy,partly-cloudy-day
48,3,6,30,3,4,1,1,None,Partially cloudy,partly-cloudy-day
49,3,3,30,1,1,1,1,None,Partially cloudy,partly-cloudy-day
50,3,6,20,3,7,1,1,None,Partially cloudy,partly-cloudy-day
51,6,6,30,3,1,1,1,None,Partially cloudy,partly-cloudy-day
52,6,2,20,3,7,1,1,None,Partially cloudy,partly-cloudy-day
53,3,1,30,1,4,1,2,"rain,snow","Snow, Rain, Overcast",rain
54,4,6,20,6,4,1,1,None,Partially cloudy,partly-cloudy-day
55,3,6,30,3,1,1,1,None,Partially cloudy,partly-cloudy-day
56,6,6,20,0,7,1,1,rain,"Rain, Partially cloudy",rain
57,4,6,20,3,1,2,2,rain,"Rain, Partially cloudy",rain
58,4,6,20,9,1,1,1,rain,"Rain, Partially cloudy",rain
59,6,6,20,0,1,1,1,rain,"Rain, Partially cloudy",rain
60,6,6,20,0,1,1,1,rain,"Rain, Partially cloudy",rain
61,6,9,30,3,4,1,1,None,Partially cloudy,partly-cloudy-day
62,3,1,30,1,4,1,1,rain,"Rain, Partially cloudy",rain
63,6,6,20,0,4,1,1,rain,"Rain, Partially cloudy",rain
64,6,6,30,0,1,1,1,rain,"Rain, Overcast",rain
65,3,6,20,3,1,1,1,rain,"Rain, Overcast",rain
66,3,6,20,3,1,1,1,None,Overcast,cloudy
67,3,6,30,3,4,1,1,"rain,snow","Snow, Rain, Overcast",rain
68,3,6,20,0,1,1,1,None,Overcast,cloudy
69,3,3,20,0,1,1,1,None,Overcast,cloudy
70,3,1,30,1,1,1,1,"rain,snow","Snow, Rain, Overcast",rain
71,3,6,30,3,1,1,1,None,Partially cloudy,partly-cloudy-day
72,6,6,30,3,1,1,2,None,Partially cloudy,partly-cloudy-day
73,4,6,30,6,4,1,1,rain,"Rain, Overcast",rain
74,6,6,20,0,5,4,2,rain,"Rain, Overcast",rain
75,4,1,30,1,1,1,1,None,Partially cloudy,partly-cloudy-day
76,4,1,30,1,1,1,1,rain,"Rain, Partially cloudy",rain
77,3,6,20,3,1,1,1,rain,"Rain, Overcast",rain
78,3,6,20,0,4,1,1,rain,"Rain, Partially cloudy",rain
79,4,1,30,1,4,2,2,rain,"Rain, Overcast",rain
80,3,6,20,3,5,2,2,rain,"Rain, Overcast",rain
81,6,6,20,0,1,1,1,rain,"Rain, Partially cloudy",rain
82,3,6,20,3,1,1,2,rain,"Rain, Partially cloudy",rain
83,6,6,30,0,1,1,1,rain,"Rain, Partially cloudy",rain
84,4,6,20,0,1,1,1,rain,"Rain, Partially cloudy",rain
85,6,6,20,3,1,1,1,rain,"Rain, Partially cloudy",rain
86,6,9,20,0,1,1,2,rain,"Rain, Partially cloudy",rain
87,6,6,30,3,1,1,1,rain,"Rain, Partially cloudy",rain
88,6,6,20,1,4,1,1,rain,"Rain, Partially cloudy",rain
89,3,3,30,0,7,2,2,rain,"Rain, Partially cloudy",rain
90,3,6,20,0,4,2,2,rain,"Rain, Partially cloudy",rain
91,6,6,20,0,4,3,4,rain,"Rain, Partially cloudy",rain
92,3,1,30,1,1,2,2,rain,"Rain, Overcast",rain
93,4,6,20,0,4,1,1,"rain,snow","Snow, Rain, Partially cloudy",rain
94,3,1,30,1,1,1,1,"rain,snow","Snow, Rain, Partially cloudy",rain
95,6,1,30,1,1,1,1,rain,"Rain, Partially cloudy",rain
96,3,6,30,3,7,4,1,rain,"Rain, Overcast",rain
97,3,1,40,1,1,2,2,"rain,snow","Snow, Rain, Partially cloudy",rain
98,6,6,30,8,1,1,1,rain,"Rain, Overcast",rain
99,4,6,30,3,1,1,1,rain,"Rain, Partially cloudy",rain
100,6,6,30,1,4,1,1,None,Partially cloudy,partly-cloudy-day
101,6,6,20,3,5,1,1,None,Overcast,cloudy
102,6,1,30,1,1,1,1,rain,"Rain, Partially cloudy",rain
103,3,6,30,3,1,1,1,None,Partially cloudy,partly-cloudy-day
104,4,1,30,1,1,1,1,None,Partially cloudy,partly-cloudy-day
105,3,3,40,0,7,1,1,None,Clear,clear-day
106,4,6,30,6,1,2,2,rain,"Rain, Partially cloudy",rain
107,6,6,20,0,4,2,2,rain,"Rain, Partially cloudy",rain
108,6,6,20,3,4,2,2,rain,"Rain, Partially cloudy",rain
109,6,6,20,0,1,1,1,rain,"Rain, Partially cloudy",rain
110,6,6,20,8,1,1,1,None,Partially cloudy,partly-cloudy-day
111,6,6,20,0,1,3,4,rain,"Rain, Partially cloudy",rain
112,3,6,30,3,1,1,1,None,Partially cloudy,partly-cloudy-day
113,6,6,20,3,1,2,2,rain,"Rain, Partially cloudy",rain
114,6,6,20,0,1,1,1,None,Partially cloudy,partly-cloudy-day
115,4,6,20,3,4,1,1,rain,"Rain, Partially cloudy",rain
116,6,6,20,3,4,1,1,None,Clear,clear-day
117,6,6,30,3,7,9,1,rain,"Rain, Partially cloudy",rain
118,6,6,30,3,1,1,1,rain,"Rain, Partially cloudy",rain
119,4,6,40,0,1,1,1,rain,"Rain, Partially cloudy",rain
120,6,6,20,0,1,1,1,rain,"Rain, Partially cloudy",rain
121,6,6,20,3,1,1,1,rain,"Rain, Partially cloudy",rain
122,3,6,30,0,1,1,1,rain,"Rain, Partially cloudy",rain
123,6,6,30,3,1,1,1,rain,"Rain, Partially cloudy",rain
124,3,6,30,6,7,1,2,rain,"Rain, Partially cloudy",rain
125,6,6,20,3,1,1,1,rain,"Rain, Overcast",rain
126,6,1,30,2,4,1,1,None,Partially cloudy,partly-cloudy-day
127,6,6,20,3,1,1,1,None,Partially cloudy,partly-cloudy-day
128,4,6,20,0,4,1,2,None,Partially cloudy,partly-cloudy-day
129,6,6,20,0,1,1,1,rain,"Rain, Partially cloudy",rain
130,4,6,30,3,1,2,2,rain,"Rain, Overcast",rain
131,3,6,30,6,4,5,2,rain,"Rain, Partially cloudy",rain
132,4,6,20,3,4,1,1,rain,"Rain, Partially cloudy",rain
133,6,6,20,3,1,1,1,None,Partially cloudy,partly-cloudy-day
134,6,6,20,3,1,1,1,rain,"Rain, Partially cloudy",rain
135,6,6,20,3,1,8,1,rain,"Rain, Partially cloudy",rain
136,4,6,30,1,1,1,1,None,Overcast,cloudy
137,6,6,20,0,1,1,1,None,Partially cloudy,partly-cloudy-day
138,3,6,30,3,1,1,1,rain,"Rain, Partially cloudy",rain
139,6,6,20,3,1,1,1,rain,"Rain, Overcast",rain
140,6,6,30,3,1,1,1,None,Clear,clear-day
141,6,6,30,0,1,1,1,None,Partially cloudy,partly-cloudy-day
142,3,6,30,1,1,1,1,None,Partially cloudy,partly-cloudy-day
143,6,6,20,3,1,1,1,None,Partially cloudy,partly-cloudy-day
144,3,6,30,6,1,1,1,None,Clear,clear-day
145,3,1,30,1,1,1,1,None,Partially cloudy,partly-cloudy-day
146,4,6,20,3,1,1,1,None,Clear,clear-day
147,6,6,20,8,1,1,1,None,Partially cloudy,partly-cloudy-day
148,3,3,40,3,1,1,1,rain,"Rain, Partially cloudy",rain
149,3,6,30,3,1,1,1,None,Clear,clear-day
150,6,6,30,3,1,1,1,None,Partially cloudy,partly-cloudy-day
151,6,6,30,0,4,1,1,None,Partially cloudy,partly-cloudy-day
152,3,6,30,0,1,1,1,None,Partially cloudy,partly-cloudy-day
153,3,6,30,3,7,1,1,None,Clear,clear-day
154,4,6,30,3,1,1,1,None,Clear,clear-day
155,6,2,20,3,1,1,1,None,Partially cloudy,partly-cloudy-day
156,6,6,20,0,1,1,1,None,Clear,clear-day
157,3,3,40,3,4,1,1,rain,"Rain, Overcast",rain
158,3,6,20,6,1,1,1,rain,"Rain, Partially cloudy",rain
159,3,3,40,3,4,1,1,rain,"Rain, Partially cloudy",rain
160,6,6,20,3,1,1,1,None,Overcast,cloudy
161,6,6,20,3,1,1,1,None,Partially cloudy,partly-cloudy-day
162,3,6,30,0,1,1,1,rain,"Rain, Partially cloudy",rain
163,6,6,20,3,1,1,1,None,Partially cloudy,partly-cloudy-day
164,3,3,50,0,1,1,1,None,Partially cloudy,partly-cloudy-day
165,6,6,20,0,1,1,1,rain,"Rain, Partially cloudy",rain
166,6,1,20,1,1,1,1,None,Partially cloudy,partly-cloudy-day
167,4,6,20,3,1,2,2,rain,"Rain, Partially cloudy",rain
168,3,6,30,3,4,1,1,None,Partially cloudy,partly-cloudy-day
169,3,6,20,0,1,1,1,None,Partially cloudy,partly-cloudy-day
170,6,6,20,0,1,1,1,None,Partially cloudy,partly-cloudy-day
171,6,6,30,3,4,1,1,None,Partially cloudy,partly-cloudy-day
172,3,6,20,3,1,1,1,rain,"Rain, Partially cloudy",rain
173,4,6,20,0,1,1,1,rain,"Rain, Partially cloudy",rain
174,3,6,30,6,1,1,1,rain,"Rain, Partially cloudy",rain
175,6,6,20,0,1,1,1,rain,"Rain, Partially cloudy",rain
176,6,6,20,8,7,2,2,rain,"Rain, Partially cloudy",rain
177,4,6,30,6,4,1,1,None,Partially cloudy,partly-cloudy-day
178,3,6,20,0,1,1,1,rain,"Rain, Partially cloudy",rain
179,6,6,20,3,1,1,1,rain,"Rain, Partially cloudy",rain
180,6,2,20,3,1,1,1,rain,"Rain, Partially cloudy",rain
181,4,6,20,0,1,1,1,rain,"Rain, Partially cloudy",rain
182,4,6,20,3,1,1,1,None,Partially cloudy,partly-cloudy-day
183,6,6,30,8,1,1,1,None,Partially cloudy,partly-cloudy-day
184,3,6,20,3,1,1,1,None,Partially cloudy,partly-cloudy-day
185,4,6,20,3,1,1,1,None,Partially cloudy,partly-cloudy-day
186,3,6,20,3,4,2,2,rain,"Rain, Partially cloudy",rain
187,4,6,20,3,1,1,1,rain,"Rain, Partially cloudy",rain
188,4,6,20,3,4,1,1,rain,"Rain, Partially cloudy",rain
189,3,3,30,6,1,1,1,None,Overcast,cloudy
190,1,3,40,0,1,1,1,rain,"Rain, Partially cloudy",rain
191,4,6,20,3,1,9,1,rain,"Rain, Partially cloudy",rain
192,4,6,30,0,1,2,2,rain,"Rain, Partially cloudy",rain
193,6,6,20,3,1,1,1,None,Partially cloudy,partly-cloudy-day
194,6,6,20,0,1,1,1,None,Partially cloudy,partly-cloudy-day
195,3,6,30,3,1,1,1,rain,"Rain, Partially cloudy",rain
196,4,6,30,3,1,1,1,None,Partially cloudy,partly-cloudy-day
197,3,6,20,0,1,9,1,rain,"Rain, Partially cloudy",rain
198,4,6,20,3,1,1,1,rain,"Rain, Partially cloudy",rain
199,3,6,30,3,1,2,2,rain,"Rain, Overcast",rain
200,6,6,20,0,1,1,1,rain,"Rain, Overcast",rain
201,3,3,60,9,1,1,1,rain,"Rain, Overcast",rain
202,6,6,20,3,1,1,1,None,Clear,clear-day
203,6,6,20,0,1,1,1,rain,"Rain, Partially cloudy",rain
204,3,6,20,3,1,9,2,rain,"Rain, Partially cloudy",rain
205,6,6,30,3,1,1,1,rain,"Rain, Partially cloudy",rain
206,3,6,30,0,1,1,1,None,Clear,clear-day
207,4,6,20,3,1,1,1,None,Partially cloudy,partly-cloudy-day
208,6,6,30,3,1,1,1,None,Partially cloudy,partly-cloudy-day
209,6,6,20,3,1,1,1,rain,"Rain, Partially cloudy",rain
210,6,6,20,0,1,1,1,None,Partially cloudy,partly-cloudy-day
211,6,6,20,3,1,1,1,rain,"Rain, Overcast",rain
212,6,6,20,0,1,1,1,None,Partially cloudy,partly-cloudy-day
213,4,6,20,6,1,1,1,None,Clear,clear-day
214,3,6,20,0,1,1,1,None,Partially cloudy,partly-cloudy-day
215,6,6,20,3,1,1,1,None,Clear,clear-day
216,3,3,40,3,1,1,1,None,Clear,clear-day
217,6,6,20,0,1,2,2,rain,"Rain, Partially cloudy",rain
218,3,6,20,0,1,1,1,rain,"Rain, Partially cloudy",rain
219,3,6,20,0,1,1,1,rain,"Rain, Partially cloudy",rain
220,6,6,20,0,1,1,1,None,Clear,clear-day
221,3,6,20,6,1,5,2,rain,"Rain, Overcast",rain
222,3,2,30,0,1,2,2,rain,"Rain, Overcast",rain
223,6,6,20,0,1,1,1,None,Clear,clear-day
224,6,6,20,6,1,4,1,rain,"Rain, Overcast",rain
225,6,6,20,3,1,2,2,rain,"Rain, Overcast",rain
226,3,6,20,3,1,1,1,None,Clear,clear-day
227,1,7,30,5,1,9,2,rain,"Rain, Partially cloudy",rain
228,3,6,20,0,1,1,1,None,Clear,clear-day
229,3,6,20,3,1,1,1,rain,"Rain, Partially cloudy",rain
230,6,6,20,0,4,1,1,None,Clear,clear-day
231,3,6,30,3,1,1,1,rain,"Rain, Partially cloudy",rain
232,4,6,20,0,1,2,2,rain,"Rain, Partially cloudy",rain
233,6,6,20,3,1,2,2,rain,"Rain, Partially cloudy",rain
234,6,6,20,3,1,9,1,rain,"Rain, Partially cloudy",rain
235,6,6,20,3,1,1,1,rain,"Rain, Partially cloudy",rain
236,6,6,40,0,1,1,1,rain,"Rain, Partially cloudy",rain
237,6,6,20,3,1,1,1,None,Partially cloudy,partly-cloudy-day
238,3,6,30,3,1,2,2,rain,"Rain, Partially cloudy",rain
239,4,6,20,3,1,9,1,None,Partially cloudy,partly-cloudy-day
240,3,6,20,3,1,9,1,rain,"Rain, Partially cloudy",rain
241,3,6,20,6,1,1,1,rain,"Rain, Partially cloudy",rain
242,4,6,30,6,1,4,2,rain,"Rain, Overcast",rain
243,6,6,20,3,1,1,1,rain,"Rain, Partially cloudy",rain
244,6,6,30,3,1,1,1,rain,"Rain, Partially cloudy",rain
245,6,6,20,0,1,1,1,rain,"Rain, Partially cloudy",rain
246,6,6,20,0,1,1,1,rain,"Rain, Partially cloudy",rain
247,4,6,20,6,1,1,2,rain,"Rain, Overcast",rain
248,4,6,20,3,1,1,1,rain,"Rain, Partially cloudy",rain
249,6,6,20,3,1,1,1,rain,"Rain, Partially cloudy",rain
250,6,6,20,3,1,2,2,rain,"Rain, Partially cloudy",rain
251,3,1,30,1,1,1,1,rain,"Rain, Partially cloudy",rain
252,6,1,20,2,1,1,1,None,Partially cloudy,partly-cloudy-day
253,3,6,20,3,1,1,1,None,Partially cloudy,partly-cloudy-day
254,3,6,20,0,1,1,1,None,Partially cloudy,partly-cloudy-day
255,6,6,20,3,1,1,1,rain,"Rain, Partially cloudy",rain
256,6,6,20,6,1,1,1,None,Clear,clear-day
257,3,1,30,1,1,1,1,rain,"Rain, Partially cloudy",rain
258,4,6,20,0,4,1,1,None,Partially cloudy,partly-cloudy-day
259,3,6,40,0,1,1,1,rain,"Rain, Partially cloudy",rain
260,6,6,20,3,1,1,1,rain,"Rain, Partially cloudy",rain
261,6,6,20,0,1,9,1,rain,"Rain, Overcast",rain
262,3,3,40,3,1,1,1,rain,"Rain, Partially cloudy",rain
263,1,3,70,5,1,1,1,None,Partially cloudy,partly-cloudy-day
264,3,1,30,1,1,1,1,None,Partially cloudy,partly-cloudy-day
265,6,6,20,3,1,1,1,None,Partially cloudy,partly-cloudy-day
266,3,6,20,0,1,1,1,rain,"Rain, Partially cloudy",rain
267,3,6,30,6,1,1,1,None,Clear,clear-day
268,4,6,30,0,1,1,1,rain,"Rain, Partially cloudy",rain
269,6,6,20,0,1,1,1,rain,"Rain, Partially cloudy",rain
270,3,6,30,3,1,1,1,rain,"Rain, Partially cloudy",rain
271,6,6,20,6,1,1,1,None,Partially cloudy,partly-cloudy-day
272,6,6,30,3,1,1,1,None,Clear,clear-day
273,6,6,20,3,1,1,1,rain,"Rain, Partially cloudy",rain
274,6,6,20,0,4,1,1,rain,"Rain, Partially cloudy",rain
275,6,6,20,0,1,1,1,None,Partially cloudy,partly-cloudy-day
276,6,2,20,0,1,1,1,None,Partially cloudy,partly-cloudy-day
277,6,9,20,0,1,1,1,rain,"Rain, Partially cloudy",rain
278,6,6,20,0,1,1,1,rain,"Rain, Partially cloudy",rain
279,6,1,20,2,1,1,1,None,Partially cloudy,partly-cloudy-day
280,3,6,30,3,1,1,1,rain,"Rain, Overcast",rain
281,3,6,30,3,1,1,1,None,Partially cloudy,partly-cloudy-day
282,6,9,20,3,1,1,1,rain,"Rain, Overcast",rain
283,6,6,20,3,1,9,1,None,Partially cloudy,partly-cloudy-day
284,3,6,30,0,4,1,1,rain,"Rain, Partially cloudy",rain
285,6,6,20,0,1,1,1,rain,"Rain, Overcast",rain
286,3,3,30,3,1,1,1,None,Clear,clear-day
287,3,6,30,8,1,1,1,rain,"Rain, Partially cloudy",rain
288,6,6,20,6,1,1,2,rain,"Rain, Partially cloudy",rain
289,3,1,40,1,1,2,2,rain,"Rain, Partially cloudy",rain
290,3,6,40,8,1,1,1,None,Clear,clear-day
291,6,6,20,0,1,1,1,rain,"Rain, Partially cloudy",rain
292,3,6,20,0,1,1,1,rain,"Rain, Partially cloudy",rain
293,6,6,30,3,1,1,1,rain,"Rain, Overcast",rain
294,3,6,30,0,1,1,1,rain,"Rain, Partially cloudy",rain
295,3,6,20,0,1,1,1,rain,"Rain, Partially cloudy",rain
296,3,6,20,3,1,1,1,None,Partially cloudy,partly-cloudy-day
297,3,6,30,3,1,1,1,None,Clear,clear-day
298,3,3,20,3,1,1,1,None,Clear,clear-day
299,6,6,20,6,1,1,1,rain,"Rain, Partially cloudy",rain
300,3,3,30,6,1,1,1,rain,"Rain, Overcast",rain
301,6,6,30,6,1,1,1,rain,"Rain, Partially cloudy",rain
302,3,6,30,3,1,1,1,None,Partially cloudy,partly-cloudy-day
303,6,6,20,0,1,1,1,None,Partially cloudy,partly-cloudy-day
304,3,2,20,3,1,1,1,None,Partially cloudy,partly-cloudy-day
305,3,6,20,0,1,9,1,rain,"Rain, Partially cloudy",rain
306,3,6,20,3,1,1,1,None,Partially cloudy,partly-cloudy-day
307,3,3,40,0,1,1,1,None,Partially cloudy,partly-cloudy-day
308,3,6,30,3,1,1,1,None,Partially cloudy,partly-cloudy-day
309,6,6,20,0,4,1,1,rain,"Rain, Partially cloudy",rain
310,4,6,20,3,1,1,1,None,Partially cloudy,partly-cloudy-day
311,3,3,30,3,1,1,1,None,Partially cloudy,partly-cloudy-day
312,6,6,20,3,1,1,1,rain,"Rain, Partially cloudy",rain
313,6,6,30,3,1,1,1,rain,"Rain, Partially cloudy",rain
314,6,6,20,0,1,1,1,rain,"Rain, Partially cloudy",rain
315,6,6,30,0,1,1,1,rain,"Rain, Partially cloudy",rain
316,6,6,30,6,1,1,1,rain,"Rain, Partially cloudy",rain
317,3,6,20,3,1,1,1,rain,"Rain, Overcast",rain
318,6,6,20,3,1,1,1,None,Partially cloudy,partly-cloudy-day
319,3,6,20,3,1,1,1,None,Partially cloudy,partly-cloudy-day
320,3,6,30,0,1,1,2,rain,"Rain, Partially cloudy",rain
321,3,3,30,3,1,1,1,None,Partially cloudy,partly-cloudy-day
322,3,1,20,1,4,1,2,rain,"Rain, Partially cloudy",rain
323,6,6,20,3,1,1,1,None,Clear,clear-day
324,3,6,30,3,1,1,1,rain,"Rain, Overcast",rain
325,6,6,20,8,1,1,1,rain,"Rain, Partially cloudy",rain
326,4,6,20,6,1,1,1,rain,"Rain, Partially cloudy",rain
327,6,6,20,3,1,1,1,rain,"Rain, Overcast",rain
328,3,3,40,3,1,2,2,None,Clear,clear-day
329,6,2,20,3,1,1,1,None,Clear,clear-day
330,3,6,20,3,1,1,1,None,Partially cloudy,partly-cloudy-day
331,4,6,20,3,1,1,1,None,Clear,clear-day
332,3,6,20,3,1,1,1,None,Clear,clear-day
333,6,2,20,3,1,1,1,None,Clear,clear-day
334,6,6,20,8,1,1,1,None,Clear,clear-day
335,3,2,20,0,1,1,1,None,Partially cloudy,partly-cloudy-day
336,3,6,20,3,1,1,1,rain,"Rain, Partially cloudy",rain
