,first_road_class,road_type,speed_limit,junction_detail,light_conditions,weather_conditions,road_surface_conditions,preciptype,conditions,icon
337,3,6,30,3,1,1,1,rain,"Rain, Partially cloudy",rain
338,3,6,20,3,4,1,2,rain,"Rain, Partially cloudy",rain
339,3,6,20,3,4,1,1,None,Partially cloudy,partly-cloudy-day
340,4,6,20,6,1,1,1,rain,"Rain, Partially cloudy",rain
341,6,6,30,0,1,2,2,rain,"Rain, Partially cloudy",rain
342,3,1,30,1,1,1,1,None,Clear,clear-day
343,6,6,20,3,1,1,1,rain,"Rain, Partially cloudy",rain
344,6,6,20,3,1,1,1,rain,"Rain, Partially cloudy",rain
345,6,6,40,0,1,1,1,rain,"Rain, Partially cloudy",rain
346,6,6,20,6,1,1,1,rain,"Rain, Partially cloudy",rain
347,3,6,30,3,1,1,1,rain,"Rain, Overcast",rain
348,6,6,20,6,1,1,1,rain,"Rain, Partially cloudy",rain
349,3,6,20,3,1,1,1,rain,"Rain, Partially cloudy",rain
350,6,6,20,0,1,5,2,rain,"Rain, Overcast",rain
351,6,6,30,0,1,9,1,rain,"Rain, Partially cloudy",rain
352,3,2,30,3,1,1,1,rain,"Rain, Partially cloudy",rain
353,4,6,30,6,1,2,2,rain,"Rain, Partially cloudy",rain
354,6,6,20,3,1,9,1,rain,"Rain, Partially cloudy",rain
355,3,6,30,3,1,1,1,rain,"Rain, Partially cloudy",rain
356,6,6,20,3,1,1,1,rain,"Rain, Partially cloudy",rain
357,6,6,20,3,1,1,1,rain,"Rain, Partially cloudy",rain
358,6,6,30,8,1,1,2,rain,"Rain, Partially cloudy",rain
359,3,1,30,1,1,2,2,rain,"Rain, Overcast",rain
360,3,6,20,3,1,1,1,rain,"Rain, Partially cloudy",rain
361,3,6,20,0,1,1,1,None,Clear,clear-day
362,4,6,20,3,4,2,2,rain,"Rain, Overcast",rain
363,1,3,70,0,1,1,1,None,Clear,clear-day
364,3,6,30,6,1,1,1,rain,"Rain, Partially cloudy",rain
365,3,3,40,6,4,1,1,None,Clear,clear-day
366,3,3,40,3,1,1,1,rain,"Rain, Partially cloudy",rain
367,3,6,20,3,1,1,1,None,Partially cloudy,partly-cloudy-day
368,1,3,40,0,1,1,1,rain,"Rain, Partially cloudy",rain
369,6,6,20,6,1,1,1,rain,"Rain, Partially cloudy",rain
370,3,6,20,3,1,1,1,rain,"Rain, Partially cloudy",rain
371,3,6,30,3,1,9,2,rain,"Rain, Partially cloudy",rain
372,3,3,40,0,4,2,2,rain,"Rain, Partially cloudy",rain
373,6,6,20,6,1,1,1,rain,"Rain, Partially cloudy",rain
374,3,6,20,3,1,9,2,rain,"Rain, Partially cloudy",rain
375,6,2,20,3,4,1,1,rain,"Rain, Partially cloudy",rain
376,3,6,30,3,4,1,1,rain,"Rain, Partially cloudy",rain
377,6,6,20,0,1,1,1,rain,"Rain, Partially cloudy",rain
378,3,1,30,1,1,1,1,rain,"Rain, Partially cloudy",rain
379,6,6,20,3,1,8,1,rain,"Rain, Partially cloudy",rain
380,6,6,20,6,1,1,1,rain,"Rain, Partially cloudy",rain
381,6,6,20,3,1,8,2,rain,"Rain, Partially cloudy",rain
382,4,6,20,3,1,1,1,rain,"Rain, Partially cloudy",rain
383,6,6,30,3,1,8,2,rain,"Rain, Partially cloudy",rain
384,3,3,40,0,1,4,2,rain,"Rain, Overcast",rain
385,3,6,20,3,1,9,1,rain,"Rain, Partially cloudy",rain
386,3,3,40,1,4,1,2,rain,"Rain, Partially cloudy",rain
387,3,6,30,3,1,2,2,rain,"Rain, Partially cloudy",rain
388,3,6,30,1,1,1,1,None,Partially cloudy,partly-cloudy-day
389,3,6,40,0,1,1,1,rain,"Rain, Partially cloudy",rain
390,3,6,30,0,1,1,2,rain,"Rain, Partially cloudy",rain
391,3,6,20,0,1,1,1,rain,"Rain, Partially cloudy",rain
392,6,6,20,3,1,1,1,rain,"Rain, Partially cloudy",rain
393,6,6,20,3,1,1,1,rain,"Rain, Partially cloudy",rain
394,6,1,20,2,4,1,1,None,Partially cloudy,partly-cloudy-day
395,3,1,40,1,1,1,1,rain,"Rain, Partially cloudy",rain
396,6,6,20,0,1,1,1,rain,"Rain, Partially cloudy",rain
397,6,6,20,3,1,1,1,rain,"Rain, Partially cloudy",rain
398,6,6,20,6,4,1,1,None,Clear,clear-day
399,6,2,20,8,1,1,1,rain,"Rain, Partially cloudy",rain
400,6,6,20,0,1,1,1,rain,"Rain, Partially cloudy",rain
401,6,6,20,0,1,1,1,rain,"Rain, Partially cloudy",rain
402,4,6,30,6,1,1,1,rain,"Rain, Partially cloudy",rain
403,3,6,30,3,1,1,1,rain,"Rain, Partially cloudy",rain
404,6,6,30,0,1,1,1,rain,"Rain, Partially cloudy",rain
405,3,6,30,6,1,1,1,rain,"Rain, Partially cloudy",rain
406,3,6,20,3,1,1,2,rain,"Rain, Partially cloudy",rain
407,3,6,30,3,1,1,1,rain,"Rain, Partially cloudy",rain
408,6,6,30,3,1,1,1,None,Clear,clear-day
409,3,6,30,3,1,9,1,rain,"Rain, Partially cloudy",rain
410,3,2,30,3,4,1,1,rain,"Rain, Partially cloudy",rain
411,4,6,20,3,1,8,2,None,Partially cloudy,partly-cloudy-day
412,4,6,20,0,1,1,2,rain,"Rain, Partially cloudy",rain
413,6,6,30,0,4,1,1,None,Clear,clear-day
414,3,6,20,3,1,1,1,rain,"Rain, Partially cloudy",rain
415,4,6,20,3,1,1,1,rain,"Rain, Overcast",rain
416,3,6,20,0,1,1,1,None,Partially cloudy,partly-cloudy-day
417,3,6,30,3,1,1,1,None,Partially cloudy,partly-cloudy-day
418,4,6,20,0,1,1,1,None,Partially cloudy,partly-cloudy-day
419,6,6,20,3,1,2,2,"rain,snow","Snow, Rain, Partially cloudy",rain
420,6,6,20,3,1,1,1,rain,"Rain, Partially cloudy",rain
421,3,3,30,3,1,1,1,rain,"Rain, Partially cloudy",rain
422,6,6,20,3,1,1,1,rain,"Rain, Partially cloudy",rain
423,3,3,40,0,4,1,1,rain,"Rain, Partially cloudy",rain
424,3,6,30,3,4,1,1,rain,"Rain, Overcast",rain
425,4,6,30,6,4,1,1,None,Overcast,cloudy
426,3,9,30,0,1,1,1,None,Partially cloudy,partly-cloudy-day
427,3,1,30,1,1,8,2,"rain,snow","Snow, Rain, Overcast",rain
428,1,3,70,0,6,1,1,None,Overcast,cloudy
429,6,6,20,3,1,1,1,None,Partially cloudy,partly-cloudy-day
430,6,6,30,0,1,1,1,None,Partially cloudy,partly-cloudy-day
431,3,6,20,3,1,1,1,None,Overcast,cloudy
432,3,3,40,6,1,1,1,rain,"Rain, Overcast",rain
433,6,6,20,0,1,1,1,None,Overcast,cloudy
434,3,6,20,3,4,1,1,None,Partially cloudy,partly-cloudy-day
435,4,6,20,6,1,1,2,rain,"Rain, Partially cloudy",rain
436,3,6,30,6,4,1,1,rain,"Rain, Partially cloudy",rain
437,6,6,20,3,1,1,1,rain,"Rain, Partially cloudy",rain
438,6,6,20,0,4,1,1,rain,"Rain, Overcast",rain
439,6,6,20,0,1,1,1,None,Clear,clear-day
440,3,2,30,3,1,1,1,rain,"Rain, Partially cloudy",rain
441,3,6,30,3,1,1,1,rain,"Rain, Partially cloudy",rain
442,3,1,30,1,1,8,1,rain,"Rain, Overcast",rain
443,3,6,30,0,1,1,1,rain,"Rain, Overcast",rain
444,6,6,20,3,1,1,1,rain,"Rain, Partially cloudy",rain
445,6,6,20,3,1,1,1,None,Overcast,cloudy
446,3,6,20,3,1,1,1,rain,"Rain, Partially cloudy",rain
447,4,6,20,3,1,1,1,rain,"Rain, Partially cloudy",rain
448,3,6,50,0,4,9,2,rain,"Rain, Overcast",rain
449,3,3,30,8,1,1,1,None,Partially cloudy,partly-cloudy-day
450,3,6,30,3,4,1,1,None,Partially cloudy,partly-cloudy-day
451,6,6,20,0,4,9,1,None,Partially cloudy,partly-cloudy-day
452,6,6,30,3,1,1,1,rain,"Rain, Partially cloudy",rain
453,6,6,20,0,1,1,1,rain,"Rain, Partially cloudy",rain
454,6,6,20,6,1,1,1,None,Clear,clear-day
455,6,6,20,3,1,1,1,None,Clear,clear-day
456,6,6,20,0,1,1,1,rain,"Rain, Partially cloudy",rain
457,4,6,20,2,1,1,1,rain,"Rain, Partially cloudy",rain
458,3,6,30,3,1,1,1,None,Partially cloudy,partly-cloudy-day
459,6,6,30,0,1,1,1,rain,"Rain, Partially cloudy",rain
460,3,6,30,3,1,1,1,rain,"Rain, Partially cloudy",rain
461,3,6,20,0,4,1,1,rain,"Rain, Partially cloudy",rain
462,3,6,30,3,1,1,1,rain,"Rain, Partially cloudy",rain
463,6,6,20,2,1,1,1,rain,"Rain, Partially cloudy",rain
464,3,1,20,1,4,1,1,None,Partially cloudy,partly-cloudy-day
465,4,6,30,3,1,1,1,None,Partially cloudy,partly-cloudy-day
466,3,6,30,0,1,1,1,None,Partially cloudy,partly-cloudy-day
467,3,6,30,3,1,1,2,rain,"Rain, Overcast",rain
468,3,6,20,3,1,1,1,rain,"Rain, Overcast",rain
469,6,6,20,6,1,1,1,None,Partially cloudy,partly-cloudy-day
470,6,6,20,3,1,1,1,rain,"Rain, Partially cloudy",rain
471,3,6,20,0,1,1,1,rain,"Rain, Partially cloudy",rain
472,6,6,20,0,1,9,1,rain,"Rain, Partially cloudy",rain
473,6,6,20,0,1,1,1,rain,"Rain, Partially cloudy",rain
474,4,6,30,3,1,1,1,rain,"Rain, Overcast",rain
475,3,6,30,3,1,1,1,rain,"Rain, Partially cloudy",rain
476,3,6,30,3,4,9,1,rain,"Rain, Partially cloudy",rain
477,6,6,20,3,1,1,1,None,Partially cloudy,partly-cloudy-day
478,3,2,30,0,1,1,1,rain,"Rain, Partially cloudy",rain
479,3,6,30,3,1,1,1,None,Partially cloudy,partly-cloudy-day
480,3,6,20,6,1,1,1,None,Clear,clear-day
481,3,6,20,0,1,1,1,None,Partially cloudy,partly-cloudy-day
482,4,6,20,6,1,1,1,None,Partially cloudy,partly-cloudy-day
483,3,6,30,0,1,1,1,rain,"Rain, Partially cloudy",rain
484,4,6,20,3,1,1,1,rain,"Rain, Partially cloudy",rain
485,3,6,50,0,1,1,1,None,Partially cloudy,partly-cloudy-day
486,6,6,20,3,1,1,1,rain,"Rain, Partially cloudy",rain
487,6,6,30,0,1,1,1,None,Partially cloudy,partly-cloudy-day
488,6,6,30,3,4,1,1,None,Overcast,cloudy
489,6,6,20,0,1,1,1,rain,"Rain, Partially cloudy",rain
490,6,6,20,3,1,1,1,None,Partially cloudy,partly-cloudy-day
491,3,6,20,3,1,1,1,rain,"Rain, Partially cloudy",rain
492,3,6,30,0,1,1,1,None,Partially cloudy,partly-cloudy-day
493,3,1,40,1,1,1,1,None,Partially cloudy,partly-cloudy-day
494,6,6,20,0,1,9,1,rain,"Rain, Overcast",rain
495,6,2,20,3,1,1,1,rain,"Rain, Overcast",rain
496,6,6,30,0,4,1,1,rain,"Rain, Partially cloudy",rain
497,3,2,30,3,1,1,1,None,Partially cloudy,partly-cloudy-day
498,3,6,30,3,1,1,1,None,Partially cloudy,partly-cloudy-day
499,3,3,30,3,1,1,1,None,Partially cloudy,partly-cloudy-day
500,3,6,30,3,1,1,1,rain,"Rain, Partially cloudy",rain
501,6,6,20,6,1,1,1,rain,"Rain, Overcast",rain
502,3,2,20,3,4,1,1,rain,"Rain, Partially cloudy",rain
503,6,6,20,3,7,2,2,rain,"Rain, Partially cloudy",rain
504,4,6,20,3,1,9,1,rain,"Rain, Partially cloudy",rain
505,3,6,30,3,1,1,1,None,Partially cloudy,partly-cloudy-day
506,6,6,20,3,1,1,1,None,Clear,clear-day
507,4,6,20,8,1,1,1,rain,"Rain, Partially cloudy",rain
508,3,6,20,6,1,1,1,rain,"Rain, Partially cloudy",rain
509,3,3,30,3,1,1,1,rain,"Rain, Partially cloudy",rain
510,6,6,20,3,1,2,2,rain,"Rain, Partially cloudy",rain
511,6,9,20,3,1,1,1,rain,"Rain, Overcast",rain
512,6,6,20,0,1,9,2,rain,"Rain, Partially cloudy",rain
513,3,6,30,3,1,1,2,rain,"Rain, Partially cloudy",rain
514,6,6,20,3,1,1,1,rain,"Rain, Partially cloudy",rain
515,4,6,30,3,1,2,2,rain,"Rain, Partially cloudy",rain
516,4,1,30,1,4,1,1,rain,"Rain, Partially cloudy",rain
517,6,6,30,3,1,1,1,None,Partially cloudy,partly-cloudy-day
518,6,6,20,6,4,1,2,rain,"Rain, Partially cloudy",rain
519,6,6,30,3,1,1,1,rain,"Rain, Partially cloudy",rain
520,3,6,20,3,1,1,1,rain,"Rain, Partially cloudy",rain
521,3,6,30,6,1,1,1,rain,"Rain, Partially cloudy",rain
522,3,6,20,0,1,1,1,rain,"Rain, Partially cloudy",rain
523,6,6,20,3,4,1,1,None,Partially cloudy,partly-cloudy-day
524,3,3,30,3,1,1,1,None,Partially cloudy,partly-cloudy-day
525,3,3,40,0,4,1,1,None,Partially cloudy,partly-cloudy-day
526,4,1,30,1,1,1,2,rain,"Rain, Partially cloudy",rain
527,6,6,20,3,1,1,1,None,Partially cloudy,partly-cloudy-day
528,4,6,20,3,1,1,1,rain,"Rain, Partially cloudy",rain
529,3,6,30,6,4,2,2,rain,"Rain, Partially cloudy",rain
530,6,6,20,0,1,1,1,rain,"Rain, Overcast",rain
531,6,6,20,3,4,1,1,rain,"Rain, Overcast",rain
532,6,6,20,0,1,1,1,None,Partially cloudy,partly-cloudy-day
533,3,6,20,0,4,2,2,None,Partially cloudy,partly-cloudy-day
534,6,6,20,6,1,1,1,rain,"Rain, Partially cloudy",rain
535,4,6,20,3,1,1,1,None,Partially cloudy,partly-cloudy-day
536,4,6,20,3,4,1,1,rain,"Rain, Partially cloudy",rain
537,4,6,20,3,4,1,1,None,Partially cloudy,partly-cloudy-day
538,6,6,20,3,4,1,1,None,Partially cloudy,partly-cloudy-day
539,3,6,20,3,1,1,1,rain,"Rain, Partially cloudy",rain
540,4,1,20,1,1,9,2,rain,"Rain, Partially cloudy",rain
541,3,2,30,3,1,1,1,rain,"Rain, Partially cloudy",rain
542,6,6,30,8,1,1,1,rain,"Rain, Partially cloudy",rain
543,3,6,30,3,1,1,1,None,Overcast,cloudy
544,6,6,30,6,1,1,1,rain,"Rain, Partially cloudy",rain
545,4,6,20,0,1,1,1,rain,"Rain, Partially cloudy",rain
546,4,6,20,3,1,1,1,rain,"Rain, Partially cloudy",rain
547,3,3,30,0,1,1,1,rain,"Rain, Partially cloudy",rain
548,4,6,20,0,1,1,1,rain,"Rain, Partially cloudy",rain
549,6,6,20,3,1,1,1,rain,"Rain, Partially cloudy",rain
550,3,6,20,3,4,9,1,None,Overcast,cloudy
551,6,6,30,8,1,1,1,rain,"Rain, Partially cloudy",rain
552,3,6,20,3,1,1,1,rain,"Rain, Partially cloudy",rain
553,3,3,40,3,1,1,1,rain,"Rain, Partially cloudy",rain
554,4,6,20,3,1,1,1,rain,"Rain, Partially cloudy",rain
555,6,6,30,0,4,1,1,rain,"Rain, Partially cloudy",rain
556,3,6,30,6,4,1,1,rain,"Rain, Partially cloudy",rain
557,6,6,20,0,1,1,1,rain,"Rain, Partially cloudy",rain
558,4,6,20,2,1,1,1,rain,"Rain, Overcast",rain
559,6,6,20,3,1,7,2,rain,"Rain, Overcast",rain
560,3,6,30,3,1,5,2,rain,"Rain, Partially cloudy",rain
561,3,6,20,0,4,2,2,rain,"Rain, Overcast",rain
562,3,3,40,3,1,1,1,rain,"Rain, Partially cloudy",rain
563,3,6,30,1,1,1,1,rain,"Rain, Partially cloudy",rain
564,3,6,20,3,1,1,1,rain,"Rain, Partially cloudy",rain
565,3,3,20,0,1,1,1,rain,"Rain, Partially cloudy",rain
566,4,6,20,3,4,1,2,rain,"Rain, Partially cloudy",rain
567,3,6,20,3,4,1,1,rain,"Rain, Partially cloudy",rain
568,4,6,30,3,4,2,2,rain,"Rain, Partially cloudy",rain
569,3,6,30,3,1,1,1,rain,"Rain, Partially cloudy",rain
570,4,6,30,3,1,1,1,None,Partially cloudy,partly-cloudy-day
571,4,6,20,3,1,1,1,rain,"Rain, Partially cloudy",rain
572,6,6,20,0,4,2,2,rain,"Rain, Partially cloudy",rain
573,3,6,30,3,1,1,1,None,Partially cloudy,partly-cloudy-day
574,6,6,20,3,1,2,2,rain,"Rain, Partially cloudy",rain
575,6,6,20,3,1,1,1,rain,"Rain, Overcast",rain
576,3,6,30,0,4,1,1,rain,"Rain, Partially cloudy",rain
577,6,6,20,0,1,1,1,rain,"Rain, Partially cloudy",rain
578,6,6,30,6,1,2,2,rain,"Rain, Partially cloudy",rain
579,6,6,20,2,1,1,2,rain,"Rain, Partially cloudy",rain
580,6,6,20,6,4,1,1,rain,"Rain, Partially cloudy",rain
581,4,3,20,3,1,1,1,rain,"Rain, Partially cloudy",rain
582,3,6,20,3,4,2,2,rain,"Rain, Overcast",rain
583,6,2,20,0,1,9,2,rain,"Rain, Partially cloudy",rain
584,6,6,30,6,1,1,1,rain,"Rain, Partially cloudy",rain
585,6,6,20,0,1,1,1,rain,"Rain, Partially cloudy",rain
586,3,6,20,3,1,1,1,rain,"Rain, Partially cloudy",rain
587,6,6,20,0,4,1,1,rain,"Rain, Partially cloudy",rain
588,3,6,20,0,4,2,2,rain,"Rain, Overcast",rain
589,3,6,20,3,4,2,2,rain,"Rain, Overcast",rain
590,6,2,20,0,7,1,1,rain,"Rain, Overcast",rain
591,3,6,30,8,1,1,1,None,Partially cloudy,partly-cloudy-day
592,6,6,20,3,4,1,1,None,Partially cloudy,partly-cloudy-day
593,4,6,30,3,4,2,2,rain,"Rain, Overcast",rain
594,3,3,30,3,1,2,2,rain,"Rain, Overcast",rain
595,3,3,30,3,1,1,1,rain,"Rain, Partially cloudy",rain
596,3,2,20,3,4,1,1,None,Partially cloudy,partly-cloudy-day
597,6,6,20,3,1,1,1,rain,"Rain, Partially cloudy",rain
598,6,6,20,3,4,1,1,None,Overcast,cloudy
599,4,6,20,3,1,1,1,rain,"Rain, Partially cloudy",rain
600,4,6,30,3,4,2,2,None,Overcast,cloudy
601,6,6,20,3,4,1,1,None,Overcast,cloudy
602,4,6,20,0,7,1,1,rain,"Rain, Partially cloudy",rain
603,3,1,30,1,1,1,1,rain,"Rain, Partially cloudy",rain
604,3,2,20,3,1,1,1,rain,"Rain, Partially cloudy",rain
605,6,2,20,3,4,1,1,rain,"Rain, Partially cloudy",rain
606,3,6,20,3,1,1,1,rain,"Rain, Partially cloudy",rain
607,6,6,20,3,4,1,1,rain,"Rain, Partially cloudy",rain
608,6,1,20,2,4,1,1,None,Overcast,cloudy
609,3,6,30,3,1,1,1,None,Partially cloudy,partly-cloudy-day
610,3,3,30,3,4,9,1,None,Partially cloudy,partly-cloudy-day
611,6,6,20,3,4,9,2,rain,"Rain, Partially cloudy",rain
612,6,6,40,1,4,1,1,rain,"Rain, Partially cloudy",rain
613,3,6,30,0,4,8,2,rain,"Rain, Partially cloudy",rain
614,4,6,20,3,1,8,1,rain,"Rain, Partially cloudy",rain
615,3,6,20,3,1,1,1,rain,"Rain, Overcast",rain
616,3,6,20,3,4,1,1,None,Partially cloudy,partly-cloudy-day
617,4,6,20,3,4,1,1,rain,"Rain, Overcast",rain
618,3,2,20,0,1,1,1,rain,"Rain, Overcast",rain
619,3,6,20,0,4,9,1,rain,"Rain, Overcast",rain
620,4,6,20,3,4,1,1,rain,"Rain, Partially cloudy",rain
621,6,6,20,3,1,1,1,rain,"Rain, Partially cloudy",rain
622,4,6,20,8,1,7,2,rain,"Rain, Partially cloudy",rain
623,3,7,30,3,4,1,1,None,Clear,clear-day
624,4,6,20,3,1,7,1,rain,"Rain, Overcast",rain
625,6,6,20,3,7,1,1,rain,"Rain, Partially cloudy",rain
626,4,6,20,3,1,2,2,rain,"Rain, Partially cloudy",rain
627,4,6,20,3,4,1,1,None,Partially cloudy,partly-cloudy-day
628,3,3,40,7,4,1,1,None,Partially cloudy,partly-cloudy-day
629,6,6,20,9,1,1,1,rain,"Rain, Partially cloudy",rain
630,6,6,20,1,1,1,1,rain,"Rain, Partially cloudy",rain
631,6,6,20,3,1,3,2,rain,"Rain, Partially cloudy",rain
632,4,6,30,3,1,1,1,"rain,snow","Snow, Rain, Partially cloudy",rain
633,3,6,20,3,4,1,1,rain,"Rain, Overcast",rain
634,4,6,20,0,1,1,1,rain,"Rain, Overcast",rain
635,3,6,20,6,1,8,2,rain,"Rain, Partially cloudy",rain
636,3,6,20,3,1,2,2,rain,"Rain, Partially cloudy",rain
637,3,6,20,0,1,1,1,rain,"Rain, Partially cloudy",rain
638,6,6,20,2,1,2,2,rain,"Rain, Partially cloudy",rain
639,3,6,20,3,1,9,1,rain,"Rain, Partially cloudy",rain
640,6,6,30,2,1,1,1,rain,"Rain, Partially cloudy",rain
641,3,6,30,3,4,9,2,rain,"Rain, Partially cloudy",rain
642,3,6,20,3,4,1,1,rain,"Rain, Partially cloudy",rain
643,3,6,20,6,5,1,1,rain,"Rain, Partially cloudy",rain
644,3,3,20,1,4,9,2,rain,"Rain, Partially cloudy",rain
645,6,6,20,0,4,1,1,rain,"Rain, Partially cloudy",rain
646,6,6,20,0,1,1,1,rain,"Rain, Partially cloudy",rain
647,3,6,20,3,4,1,1,rain,"Rain, Partially cloudy",rain
648,3,6,20,6,4,1,1,rain,"Rain, Partially cloudy",rain
649,3,1,30,1,4,1,1,rain,"Rain, Partially cloudy",rain
650,3,2,20,0,1,1,1,rain,"Rain, Partially cloudy",rain
651,6,6,30,8,4,7,1,None,Partially cloudy,partly-cloudy-day
652,6,6,20,3,4,1,1,rain,"Rain, Partially cloudy",rain
653,4,6,20,2,4,5,2,rain,"Rain, Partially cloudy",rain
654,6,6,20,3,1,1,1,None,Partially cloudy,partly-cloudy-day
655,3,6,30,3,4,2,2,rain,"Rain, Overcast",rain
656,3,1,40,1,4,1,2,rain,"Rain, Partially cloudy",rain
657,4,6,20,6,7,9,2,rain,"Rain, Partially cloudy",rain
658,6,6,20,0,1,2,2,rain,"Rain, Partially cloudy",rain
659,3,6,30,0,1,9,1,rain,"Rain, Partially cloudy",rain
660,3,3,30,3,1,1,1,rain,"Rain, Partially cloudy",rain
661,6,6,20,3,1,1,1,rain,"Rain, Partially cloudy",rain
662,6,6,20,0,4,2,2,rain,"Rain, Overcast",rain
663,3,6,20,6,1,1,2,rain,"Rain, Overcast",rain
664,4,6,30,6,4,1,1,rain,"Rain, Partially cloudy",rain
665,6,6,20,3,1,1,1,rain,"Rain, Overcast",rain
666,3,1,30,1,4,1,1,None,Overcast,cloudy
667,3,3,30,0,1,1,1,rain,"Rain, Partially cloudy",rain
668,6,6,20,0,1,9,1,None,Overcast,cloudy
669,6,9,40,0,4,9,1,rain,"Rain, Partially cloudy",rain
670,6,6,20,3,1,8,1,None,Overcast,cloudy
671,6,6,20,6,1,1,1,None,Clear,clear-day
672,6,2,20,3,1,1,1,None,Partially cloudy,partly-cloudy-day
673,3,1,30,1,4,1,1,None,Overcast,cloudy
674,3,6,20,3,4,1,1,rain,"Rain, Overcast",rain
675,3,3,30,1,4,9,1,None,Overcast,cloudy
676,3,6,40,8,4,1,1,rain,"Rain, Overcast",rain
